id,sku,name,category,price,brand,stock,image
100790,Universal Garden Blower 2300W,Universal Garden Blower 2300W,tools,48.5,Generic,100,750-800/universal-garden-blower-2300w.jpg
100791,Allen Key FOLDING TORX 8 PCS-2,Allen Key FOLDING TORX 8 PCS-2,hand-tools,1.25,Generic,100,750-800/allen-key-folding-torx-8-pcs-2.jpg
100792,Stainless Steel Snap-Off Blade Knife 9 X 0.4mm,Stainless Steel Snap-Off Blade Knife 9 X 0.4mm,hand-tools,0.5,Generic,100,750-800/stainless-steel-snap-off-blade-knife-9-x-0-4mm.jpg
100793,4 Pcs Wood Chisel-2,4 Pcs Wood Chisel-2,hand-tools,5.25,Generic,100,750-800/4-pcs-wood-chisel-2.jpg
100794,Square Ruler 40 cm,Square Ruler 40 cm,hand-tools,1.75,Generic,100,750-800/square-ruler-40-cm.jpg
100795,Holesaw Set 7Pc (25-62mm),Holesaw Set 7Pc (25-62mm),tools,3.5,Generic,100,750-800/holesaw-set-7pc-25-62mm.jpg
100796,10mm staples crown 11.4 mm (1000pcs),10mm staples crown 11.4 mm (1000pcs),fastener,1,Generic,100,750-800/10mm-staples-crown-11-4-mm-1000pcs.jpg
100797,Jig saw 650w,Jig saw 650w,tools,16.75,Generic,100,750-800/jig-saw-650w.jpg
100798,Electric Hedge Trimmer 520 Mm 400 W,Electric Hedge Trimmer 520 Mm 400 W,gardening,47.5,Generic,100,750-800/electric-hedge-trimmer-520-mm-400-w.jpg
100799,Electric Spray Gun 500W,Electric Spray Gun 500W,paint-tool,20,Generic,100,750-800/electric-spray-gun-500w.jpg
