id,sku,name,category,price,brand,stock,image
100587,800g Transparent Epoxy Resin 1mm-2cm,800g Transparent Epoxy Resin 1mm-2cm,spray-adhesive,9.5,Generic,100,550-600/800g-transparent-epoxy-resin-1mm-2cm.png
100588,"SPIRIT LEVEL 200CM/80""","SPIRIT LEVEL 200CM/80""",tools,5.5,Generic,100,550-600/spirit-level-200cm-80.png
100589,3.2kg Transparent Epoxy Resin 1mm-2cm,3.2kg Transparent Epoxy Resin 1mm-2cm,spray-adhesive,28,Generic,100,550-600/3-2kg-transparent-epoxy-resin-1mm-2cm.png
100590,"SPIRIT LEVEL 150CM/60""","SPIRIT LEVEL 150CM/60""",tools,4.25,Generic,100,550-600/spirit-level-150cm-60.png
100591,320g Transparent Epoxy Resin 1mm-2cm,320g Transparent Epoxy Resin 1mm-2cm,spray-adhesive,0,Generic,100,550-600/320g-transparent-epoxy-resin-1mm-2cm.png
100592,"SPIRIT LEVEL 120CM/48""","SPIRIT LEVEL 120CM/48""",tools,3.25,Generic,100,550-600/spirit-level-120cm-48.png
100593,1.6kg Transparent Epoxy Resin 1mm-2cm,1.6kg Transparent Epoxy Resin 1mm-2cm,spray-adhesive,17,Generic,100,550-600/1-6kg-transparent-epoxy-resin-1mm-2cm.png
100594,"SPIRIT LEVEL 100CM/40""","SPIRIT LEVEL 100CM/40""",tools,2.25,Generic,100,550-600/spirit-level-100cm-40.png
100595,9kg Epoxytable 5-Five (5cm),9kg Epoxytable 5-Five (5cm),spray-adhesive,59.5,Generic,100,550-600/9kg-epoxytable-5-five-5cm.png
100596,"SPIRIT LEVEL 80CM/32""","SPIRIT LEVEL 80CM/32""",tools,2,Generic,100,550-600/spirit-level-80cm-32.png
100597,3.340kg Epoxytable 5-Five (5cm),3.340kg Epoxytable 5-Five (5cm),spray-adhesive,29.5,Generic,100,550-600/3-340kg-epoxytable-5-five-5cm.png
100598,"SPIRIT LEVEL 60CM/24""","SPIRIT LEVEL 60CM/24""",tools,2,Generic,100,550-600/spirit-level-60cm-24.png
100599,1.67kg Epoxytable 5-Five (5cm),1.67kg Epoxytable 5-Five (5cm),spray-adhesive,18.5,Generic,100,550-600/1-67kg-epoxytable-5-five-5cm.png
