id,sku,name,category,price,brand,stock,image
101276,BES-32533,BRASS EXTENSION 1″ M&F,plumbing-fitting,0.7,Generic,100,1250-1300/brass-extension-1-m-f.jpg
101277,SHF-625212,SHOVEL FIBER YELLOW,gardening,9,Generic,100,1250-1300/shovel-fiber-yellow.jpg
101278,LBC-2560CM,LOCK BODY 25MM CHROME,hardware,1,Generic,100,1250-1300/lock-body-25mm-chrome.jpg
101279,SSV-501 SILVER,501 SILVER,door-handle,0.69,Generic,100,1250-1300/501-silver.jpg
101280,SLM,SLEDGE HAMMER STEEL,hand-tools,2,Generic,100,1250-1300/sledge-hammer-steel.jpg
101281,COACH SCREW,COACH SCREW,fastener,3.75,Generic,100,1250-1300/coach-screw.jpg
101282,ANCHOR WITH BOLT,ANCHOR WITH BOLT,fastener,0.85,Generic,100,1250-1300/anchor-with-bolt.jpg
101283,SHRD-20253-1,SHOWER HEAD ROUND,sanitary,3,Generic,100,1250-1300/shower-head-round.jpg
101284,FL3-9910C3,WATER FILTER WF10C3,filter,4.75,Generic,100,1250-1300/water-filter-wf10c3.jpg
101285,BLV,BALL VALVE,sanitary,0.64,Generic,100,1250-1300/ball-valve.jpg
101286,CRV-820205,COVER FOR FLOOR DRAIN,sanitary,0.27,Generic,100,1250-1300/cover-for-floor-drain.jpg
101287,SG-30333,TRUST LONG NECK,sanitary,1.5,iTrust,100,1250-1300/trust-long-neck.jpg
101288,SG-30330,TRUST WALL SINK,sanitary,2.6,iTrust,100,1250-1300/trust-wall-sink.jpg
101289,UDD007-3,ERA GREY FLOOR TRAP-RETAIL,sanitary,1.1,ERA,100,1250-1300/era-grey-floor-trap-retail.jpg
101290,PFTB-431234,TRUST PPR FEMALE TEE BRASS,plumbing-fitting,0.225,iTrust,100,1250-1300/trust-ppr-female-tee-brass.jpg
101291,TNKR-36852,BRASS TANK CONNECTOR RETAIL,plumbing-fitting,3.25,Generic,100,1250-1300/brass-tank-connector-retail.jpg
101292,GDO-502  GOLD,502 GOLD,door-handle,0.67,Generic,100,1250-1300/502-gold.jpg
101293,SLF,SLEDGE HAMMER FIBRE,hand-tools,2.4,Generic,100,1250-1300/sledge-hammer-fibre.jpg
101294,WBY-931147-BLK TR,WHEELBARROW GREEN,tools,7,Generic,100,1250-1300/wheelbarrow-green.jpg
101295,FCR-7310B,CORE HEALTHY LIFE,filter,15.6,Generic,100,1250-1300/core-healthy-life.jpg
101296,BBK,BIBCOCK,sanitary,0.98,Generic,100,1250-1300/bibcock.jpg
101297,GRL-2020GR,GRILL FOR FLOOR DRAIN ORANGE,sanitary,0.15,Generic,100,1250-1300/grill-for-floor-drain-orange.jpg
101298,HV-21028,BLUE WASH BASIN,sanitary,3.2,Generic,100,1250-1300/blue-wash-basin.jpg
101299,PPEB-4235,TRUST PPR ELBOW 3/4″,plumbing-fitting,0.04,iTrust,100,1250-1300/trust-ppr-elbow-3-4.jpg
