id,sku,name,category,price,brand,stock,image
101380,GRO-21023,ORANGE WALL SINK,sanitary,2.5,Generic,100,1350-1400/orange-wall-sink.jpg
101381,SLV-10702  SILIVER,107 SILVER,door-handle,0.69,Generic,100,1350-1400/107-silver.jpg
101382,29 MISSION BROWN,MISSION BROWN 29,spray-adhesive,2.3,Generic,100,1350-1400/mission-brown-29.jpg
101383,GRO-21022,ORANGE SHOWER,sanitary,3.25,Generic,100,1350-1400/orange-shower.jpg
101384,SGL-107 GOLD,107 GOLD,door-handle,0.7,Generic,100,1350-1400/107-gold.jpg
101385,190 LACQUER/CLEAR,LACQUER/CLEAR 190,spray-adhesive,2.3,Generic,100,1350-1400/lacquer-clear-190.jpg
101386,GRO-21025,ORANGE SINGLE HOLE,sanitary,2.2,Generic,100,1350-1400/orange-single-hole.jpg
101387,SGL-142 GOLD,142 GOLD,door-handle,0.69,Generic,100,1350-1400/142-gold.jpg
101388,35 GOLD,GOLD 35,spray-adhesive,2.45,Generic,100,1350-1400/gold-35.jpg
101389,FTR-65258,ONE KNOB TRIANGLE,sanitary,1.6,Generic,100,1350-1400/one-knob-triangle.jpg
101390,GDL-104 GOLD,104 GOLD,door-handle,0.69,Generic,100,1350-1400/104-gold.jpg
101391,14 ORANGE,ORANGE 14,spray-adhesive,2.15,Generic,100,1350-1400/orange-14.jpg
101392,"PR008 25X3/4""",PPR MALE ADAPTOR 3/4″ ERA,plumbing-fitting,0.495,Era,100,1350-1400/ppr-male-adaptor-3-4-era.jpg
101393,SHW-31022,WATER SOFTENER SHORT,sanitary,0.18,Generic,100,1350-1400/water-softener-short.jpg
101394,FJW-20325,FAUCET WHITE,sanitary,2.65,Generic,100,1350-1400/faucet-white.jpg
101395,PRE03 25 x 1/2,ERA PPR FEMALE ELBOW BRASS,plumbing-fitting,0.34,Era,100,1350-1400/era-ppr-female-elbow-brass.jpg
101396,GLD-108 GOLD,108 GOLD,door-handle,0.69,Generic,100,1350-1400/108-gold.jpg
101397,12 PURPLE,PURPLE 12A,spray-adhesive,2.15,Generic,100,1350-1400/purple-12a.jpg
101398,SHW-31023,WATER SOFTENER LONG,sanitary,0.208,Generic,100,1350-1400/water-softener-long.jpg
101399,FJB-36250,FAUCET BLACK,sanitary,3.2,Generic,100,1350-1400/faucet-black.jpg
