id,sku,name,category,price,brand,stock,image
100960,HNS-42352,STRAIGHT TYPE NORMAL ALUMINIUM BUTTER FLY HINGES HN3 200 PCS/CTN,door-handle,16,Generic,100,950-1000/straight-type-normal-aluminium-butter-fly-hinges-hn3-200-pcs-ctn.jpg
100961,HNS-63200,STRAIGHT TYPE NORMAL HINGES,door-handle,10,Generic,100,950-1000/straight-type-normal-hinges.jpg
100962,PWL22622-,CALIBER,hardware,0.95,Generic,100,950-1000/caliber.jpg
100963,MTR 50M,FITA 50MTR,hand-tools,1.5,Generic,100,950-1000/fita-50mtr.jpg
100964,MTR 30M,FITA 30MTR,hand-tools,1,Generic,100,950-1000/fita-30mtr.jpg
100965,RRA5025,MEASURING TAPE 5MTR,hand-tools,3.25,iTrust,100,950-1000/measuring-tape-5mtr.jpg
100966,WHITE BL GRN,WHITE STEEL  NAIL LW,construction,4.1,Generic,100,950-1000/white-steel-nail-lw.jpg
100967,FLE-2010L,WATER FILTER CERAMIC,filter,2.5,Generic,100,950-1000/water-filter-ceramic.jpg
100968,VNT-6325,AIR VENT,sanitary,0.9,Generic,100,950-1000/air-vent.jpg
100969,OVL-13266,CONCEALED VALVE 3/4″,sanitary,1.2,Generic,100,950-1000/concealed-valve-3-4.jpg
100970,SHW-31021,SHOWER WITH STAND,sanitary,2.75,Generic,100,950-1000/shower-with-stand.jpg
100971,PLP-9550,PUMP QDP-550B 3/4HP NO WARRANTY,sanitary,12,Generic,100,950-1000/pump-qdp-550b-3-4hp-no-warranty.jpg
100972,PLP-7502,PUMP QDP-750B 1HP NO WARRANTY,sanitary,16,Generic,100,950-1000/pump-qdp-750b-1hp-no-warranty.jpg
100973,PLP-3002,PUMP QDP-400B 1/2HP NO WARRANTY,sanitary,11.85,Generic,100,950-1000/pump-qdp-400b-1-2hp-no-warranty.jpg
100974,ATW-151023,AUTOMATIC CONTROL WATCH,sanitary,4.25,Generic,100,950-1000/automatic-control-watch.jpg
100975,AUT-221010,AUTOMATIC CONTROL ITRUST,sanitary,4.75,Itrust,100,950-1000/automatic-control-itrust.jpg
100976,WMP-19623,WATER PUMP 1 HP NO WARRANTY ,sanitary,17.75,Generic,100,950-1000/water-pump-1-hp-no-warranty.jpg
100977,WMP-122250,WATER PUMP 1/2 HP NO WARRANTY ,sanitary,9,Generic,100,950-1000/water-pump-1-2-hp-no-warranty.jpg
100978,WMP-34225,WATER PUMP 3/4 HP NO WARRANTY,sanitary,13.95,Generic,100,950-1000/water-pump-3-4-hp-no-warranty.jpg
100979,UDD048,PLASTIC FLOOR DRAIN,sanitary,0.65,Generic,100,950-1000/plastic-floor-drain.jpg
100980,HRG-45907,HORSE WASH BASIN,sanitary,3,Generic,100,950-1000/horse-wash-basin.jpg
100981,CPVC END CAP,CPVC END CAP,plumbing-fitting,0.038,Generic,100,950-1000/cpvc-end-cap.jpg
100982,CPVC MALE ADAPTOR,CPVC MALE ADAPTOR,plumbing-fitting,0.06,Generic,100,950-1000/cpvc-male-adaptor.jpg
100983,CP012,CPVC PIPE CLIP,plumbing-fitting,0.02,Generic,100,950-1000/cpvc-pipe-clip.jpg
100984,CPVC TEE,CPVC TEE,plumbing-fitting,0.08,Generic,100,950-1000/cpvc-tee.jpg
100985,CPVC ELBOW,CPVC ELBOW,plumbing-fitting,0.07,Generic,100,950-1000/cpvc-elbow.jpg
100986,CP016 25x1/2,CPVC REDUCER 25 x 1/2 2000 PCS/CTN,plumbing-fitting,0.016,Generic,100,950-1000/cpvc-reducer-25-x-1-2-2000-pcs-ctn.jpg
100987,CP019 25,STEP OVER BEND,plumbing-fitting,0.22,Generic,100,950-1000/step-over-bend.jpg
100988,CU001 UNION,CPVC UNION,plumbing-fitting,0.147,Generic,100,950-1000/cpvc-union.jpg
100989,CP017,CPVC TEE WITH BRASS,plumbing-fitting,0.315,Generic,100,950-1000/cpvc-tee-with-brass.jpg
100990,CP015,CPVC BRASS ELBOW,plumbing-fitting,0.27,Generic,100,950-1000/cpvc-brass-elbow.jpg
100991,BRST,BRASS TEE,plumbing-fitting,0.39,Generic,100,950-1000/brass-tee.jpg
100992,HEX-51323,MALLEABLE NIPPLE 2″,plumbing-fitting,0.3,Generic,100,950-1000/malleable-nipple-2.jpg
100993,CRM-51322,MALLEABLE PLUG 1/2″,plumbing-fitting,0.025,Generic,100,950-1000/malleable-plug-1-2.jpg
100994,DSB-45115,DIAMOND DISC 4.5″,disc,2.75,Generic,100,950-1000/diamond-disc-4-5.jpg
100995,DSB-45021,DIAMOND DISC 4″,disc,2.5,Generic,100,950-1000/diamond-disc-4.jpg
100996,PAINT BRUSH 730,PAINT BRUSH 730,paint-tool,0.55,Generic,100,950-1000/paint-brush-730.jpg
100997,WFC-20362,FLANNEL CLOTH,paint-tool,5.25,Generic,100,950-1000/flannel-cloth.jpg
100998,WMC-8600C,WHITE MULL CLOTH,paint-tool,1.25,Generic,100,950-1000/white-mull-cloth.jpg
100999,SWR-96233,CEILING BRUSH,paint-tool,3.9,Generic,100,950-1000/ceiling-brush.jpg
