id,sku,name,category,price,brand,stock,image
100688,ALMN. TILE TRIM BROWN,ALMN. TILE TRIM BROWN,construction,14.5,Generic,100,650-700/almn-tile-trim-brown.jpg
100689,ALMN. TILE TRIM SILVER,ALMN. TILE TRIM SILVER,construction,15.9,Generic,100,650-700/almn-tile-trim-silver.jpg
100690,PVC TILE TRIM WHITE,PVC TILE TRIM WHITE,construction,9.9,Generic,100,650-700/pvc-tile-trim-white.jpg
100691,NYLON FILAMENT LUNA,NYLON FILAMENT LUNA,gardening,0.08,Generic,100,650-700/nylon-filament-luna.jpg
100692,BRAD NAIL F-25,BRAD NAIL F-25,fastener,0.7,Generic,100,650-700/brad-nail-f-25.jpg
100693,BRAD NAIL F-15,BRAD NAIL F-15,fastener,0.39,Generic,100,650-700/brad-nail-f-15.jpg
100694,PIN 3/8″ E300,PIN 3/8″ E300,fastener,1.1,Generic,100,650-700/pin-3-8-e300.jpg
100695,Wood Meter Tape 7.5Mtr X 2.5mm,Wood Meter Tape 7.5Mtr X 2.5mm,tools,1.25,Generic,100,650-700/wood-meter-tape-7-5mtr-x-2-5mm.jpg
100696,Wood Meter Tape 5Mtr X 2.5mm,Wood Meter Tape 5Mtr X 2.5mm,tools,1,Generic,100,650-700/wood-meter-tape-5mtr-x-2-5mm.jpg
100697,Pocket Balance 25 KGS,Pocket Balance 25 KGS,tools,1.25,Generic,100,650-700/pocket-balance-25-kgs.jpg
100698,"Angle Grinder 9"" 2200W","Angle Grinder 9"" 2200W",tools,42,Generic,100,650-700/angle-grinder-9-2200w.jpg
100699,Pocket Balance 100 KGS,Pocket Balance 100 KGS,tools,1.25,Generic,100,650-700/pocket-balance-100-kgs.jpg
